participants,Round 0 - Deceptive Points,Round 0 - Find Brain Tumors,Round 0 - Latent Model Classification,Round 1 - The Defected Nuts,Round 1 - Autocorrect,Round 1 - Is that audio?,Round 2 - Essay Gap,Round 2 - Audio Demixing,Round 2 - Face Matching,Round 3 - Drawn Apart,Round 3 - Sound of Nature,Round 3 - Morty's Time Paradox,Round 4 - Sticky Note Blindness,Round 4 - Alchemy,Round 4 - Extreme Condensation,Round 5 - Watermark Removal,Round 5 - Lost Interpreter,Round 5 - Visual Relations,Round 6 - Classifier Classifier,Round 6 - Massive Problem,Round 6 - Nuclei Reconstruction,Round 7 - Polarity,Round 7 - Oriented Ship,Round 7 - Scientific Facts,Round 9 - Word Lookups,Round 9 - Buried Fault,Round 9 - Shuffled,Round 10 - What I Want and What I Don't,Round 10 - Inverse Translation,Round 10 - Moment Match
aithbb,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0121,0.0000,3.7700,NaN,NaN,NaN,0.0000,NaN,NaN,54.5510,56.1085,72.5948,49.3976,2.2182,27.4822,NaN,NaN,NaN
aleksandarslavov4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.1854,NaN,NaN,NaN,NaN,NaN
andreim42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.8159,11.4375,58.7435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
andriaakofovi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.0000,NaN,NaN,23.5880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
andriishobotenko,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.3556,NaN,NaN,NaN,NaN
andriybill,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.3834,0.1918,24.3669
antoningorokva,99.5322,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.8568,NaN,NaN,NaN,NaN,NaN,NaN,NaN
apollo199999999,70.5359,70.1729,16.8651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
archexistence,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.3577,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
arnurartyqbay,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.6840,NaN,NaN
atommax,2.9476,0.0000,15.6746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.6104,11.2915,62.2055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
avnermlim,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.1344,NaN,NaN,NaN,NaN,NaN
ayanzeeshan11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000,11.4303,4.1752
bachnguyendinh,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.7316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
baidalinadilzhan,NaN,NaN,NaN,0.0000,NaN,NaN,95.8789,98.0294,85.5186,100.0000,85.6178,100.0000,90.2852,96.0470,57.4929,93.5223,39.9137,83.9899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4078,0.0000,NaN,NaN,NaN
balint46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4934,NaN,NaN,NaN,NaN,0.0000,NaN,85.2919,74.9889,NaN,14.0796,18.3595,NaN,43.8369,NaN,0.0000,NaN,NaN,NaN
bartoszkasyna,97.5517,84.4563,88.2937,100.0000,15.3017,0.0000,NaN,NaN,95.4733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bartosztrojan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.7352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
benight,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.2003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
binminh01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.8486,NaN,47.6561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
brostommk,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.0276,0.0000,57.1429,0.0000,NaN,NaN,NaN,NaN,NaN
bruhbruh69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.5741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
budzajantoni,NaN,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
carsoncheng,69.9222,0.0000,81.9444,30.9931,18.9655,8.3299,93.1333,86.9223,63.5042,NaN,59.8889,7.5518,100.0000,73.4442,41.4703,97.0420,61.1361,6.5767,87.8897,22.5189,62.2528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.7543
chilldude99,99.9983,100.0000,99.8016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
chillix,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.4441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
clovix,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.5928,0.0000,6.1115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
danielro26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.7357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
daniiljarykaou,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.7695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
daralasserre,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.2964,NaN,54.4926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
darksunnp,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6963,NaN,NaN,NaN,NaN
david23200,77.5225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
davidgeorgescu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.2766,NaN,NaN
del=22eb0e6bec6e49c3,NaN,NaN,NaN,NaN,NaN,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
del=306044f8e3eb5f11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
del=a81703d14e441b1a,98.8538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
desertfox88,99.0661,74.8469,100.0000,NaN,NaN,NaN,NaN,NaN,NaN,83.6798,NaN,NaN,72.2330,56.4971,29.2177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9305,0.4078,NaN,NaN,NaN,NaN
draido,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.2864,NaN,NaN,NaN,NaN,NaN
ducknf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.9426,100.0000,99.3513,NaN,1.2270,NaN,NaN,NaN,NaN,NaN,NaN,NaN
electomis,99.1059,0.0000,100.0000,0.0000,NaN,NaN,NaN,NaN,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eliottlambert,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.4145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ellisonmatthewang,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5382,NaN,NaN,NaN,55.5784
eralygainulla,NaN,NaN,NaN,NaN,0.0000,NaN,86.1389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
erkhesunentugs,59.1836,NaN,NaN,NaN,NaN,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,16.6747,5.6359,NaN,NaN,NaN,0.2740,NaN,0.0000,NaN,NaN,NaN,NaN,NaN,12.6081,NaN,NaN,NaN,NaN
euclyde,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.3043,0.0000,61.0613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
franciszekparma,66.7009,NaN,NaN,NaN,NaN,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
georgenikolis,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.2034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.9419,NaN,23.6152,NaN,NaN,NaN,NaN,NaN,NaN
gheorghicaexc6,99.9337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hagiabaoo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.0000,83.0441,84.1152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hassnainzaidi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
helikopterbojowy,97.9216,NaN,NaN,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hiizanyi,98.9633,38.9583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hmnshudhmn24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1170,54.2323,8.5810,NaN,NaN,NaN,0.0000,6.7439,36.1718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000,NaN,NaN,NaN,NaN
holyfoxllm,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.9013,NaN,89.5044,NaN,NaN,NaN,NaN,NaN,NaN
hostilien,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.9584,NaN,26.0985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
itssleepysaad,NaN,55.9555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jackofall718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.8980,NaN,NaN,NaN,NaN,NaN,NaN
jasonkarpeles,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.6102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jerrry123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.1529,NaN,NaN,NaN,NaN,NaN
jkim0950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.7267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kabynks,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.0230,4.7768,54.2094
kamix08,0.0000,0.0000,100.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kartavyasuryavanshi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.4488,13.2124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
khadkaa07877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
khorkaijie,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
khydyraliyerlan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000,NaN,NaN,NaN,81.9886,34.7707
kimoworwa,99.1424,76.5501,100.0000,0.0000,100.0000,100.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.5499,NaN,91.6681,63.8598,1.0961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kipshidze,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.0121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labibshahriar,NaN,70.3590,NaN,NaN,NaN,NaN,11.1256,NaN,NaN,NaN,NaN,9.9447,NaN,NaN,NaN,69.4738,27.3333,NaN,98.5774,62.3498,82.3848,NaN,NaN,NaN,61.7238,21.1548,0.0000,NaN,NaN,NaN
lancelotwalter,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88.5700,NaN,59.8736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
lewy700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.4418,22.6028,NaN,0.0000,46.1168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
lostnepis,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.9550,NaN,NaN,NaN,NaN,NaN,47.1270,NaN,NaN,NaN,NaN,NaN
luvidialghari,99.9055,66.2882,84.3254,16.1201,NaN,100.0000,86.2778,92.8699,80.7769,3.4257,75.1773,92.2810,56.9357,0.0000,20.7352,0.0000,0.0144,NaN,NaN,0.0000,47.7621,9.3052,2.8781,57.1429,10.5190,0.1794,0.0000,0.0000,8.8182,0.0000
mainen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.3235,NaN,55.3840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
malotesse,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.5774,NaN,54.2286,20.9874,NaN,52.1866,NaN,NaN,NaN,NaN,NaN,89.6646
manosfps1pt,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3212,0.0000,NaN,NaN,NaN
marinidmorocco,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
martindemeulemeester,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.0000,NaN,47.5335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
martinzhang5395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.4600,NaN,14.2857,0.0000,1.2559,NaN,NaN,NaN,NaN
maxdeckmyn,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.8834,45.8309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mbsqgduiyq,99.9121,NaN,97.4206,NaN,NaN,NaN,NaN,84.5575,NaN,3.6182,80.6400,12.3504,100.0000,73.4442,20.7352,100.0000,47.0809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mdabdulalhasib,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.7830,NaN,19.5335,NaN,NaN,NaN,0.0000,NaN,0.0000
