participants,Round 0 - Deceptive Points,Round 0 - Find Brain Tumors,Round 0 - Latent Model Classification,Round 1 - The Defected Nuts,Round 1 - Autocorrect,Round 1 - Is that audio?,Round 2 - Essay Gap,Round 2 - Audio Demixing,Round 2 - Face Matching,Round 3 - Drawn Apart,Round 3 - Sound of Nature,Round 3 - Morty's Time Paradox,Round 4 - Sticky Note Blindness,Round 4 - Alchemy,Round 4 - Extreme Condensation,Round 5 - Watermark Removal,Round 5 - Lost Interpreter,Round 5 - Visual Relations,Round 6 - Classifier Classifier,Round 6 - Massive Problem,Round 6 - Nuclei Reconstruction,Round 7 - Polarity,Round 7 - Oriented Ship,Round 7 - Scientific Facts,Round 9 - Word Lookups,Round 9 - Buried Fault,Round 9 - Shuffled,Round 10 - What I Want and What I Don't,Round 10 - Inverse Translation,Round 10 - Moment Match
chillix,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.8295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
clovix,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4955,0.1950,0.18560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
danielro26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
daniiljarykaou,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.53884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
daralasserre,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8488,NaN,0.44589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
darksunnp,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0967,NaN,NaN,NaN,NaN
david23200,13.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
davidgeorgescu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7050,NaN,NaN
del=22eb0e6bec6e49c3,NaN,NaN,NaN,NaN,NaN,0.7551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
del=306044f8e3eb5f11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0980,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
del=a81703d14e441b1a,0.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
desertfox88,0.574,0.68913,0.988,NaN,NaN,NaN,NaN,NaN,NaN,0.6122,NaN,NaN,0.7701,0.3714,0.1180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8380,0.0888,NaN,NaN,NaN,NaN
draido,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8474,NaN,NaN,NaN,NaN,NaN
ducknf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9672,0.4546,0.68723,NaN,0.1368,NaN,NaN,NaN,NaN,NaN,NaN,NaN
electomis,0.550,0.22506,0.988,0.7485,NaN,NaN,NaN,NaN,0.15411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eliottlambert,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.59611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ellisonmatthewang,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0896,NaN,NaN,NaN,0.5390
eralygainulla,NaN,NaN,NaN,NaN,0.1686,NaN,0.87525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
erkhesunentugs,24.618,NaN,NaN,NaN,NaN,0.7551,NaN,NaN,NaN,NaN,NaN,NaN,0.5402,0.1142,NaN,NaN,NaN,0.0041,NaN,0.1922,NaN,NaN,NaN,NaN,NaN,0.1636,NaN,NaN,NaN,NaN
euclyde,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8812,0.2297,0.48123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
franciszekparma,20.086,NaN,NaN,NaN,NaN,0.7551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
georgenikolis,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.78289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5365,NaN,0.597,NaN,NaN,NaN,NaN,NaN,NaN
gheorghicaexc6,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hagiabaoo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0000,0.4165,0.60526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hassnainzaidi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.91499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
helikopterbojowy,1.264,NaN,NaN,0.3769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hiizanyi,0.636,0.53679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hmnshudhmn24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4003,0.50639,0.2840,NaN,NaN,NaN,285.50094,41.5176,0.0565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0308,NaN,NaN,NaN,NaN
holyfoxllm,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5363,NaN,0.823,NaN,NaN,NaN,NaN,NaN,NaN
hostilien,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8299,NaN,0.29313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
itssleepysaad,NaN,0.60894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jackofall718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.670,NaN,NaN,NaN,NaN,NaN,NaN
jasonkarpeles,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jerrry123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8169,NaN,NaN,NaN,NaN,NaN
jkim0950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kabynks,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7262,11.9620,0.5370
kamix08,60.991,0.26607,0.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kartavyasuryavanshi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.71366,0.3200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
khadkaa07877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
khorkaijie,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.2336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
khydyraliyerlan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7842,NaN,NaN,NaN,83.3477,0.5086
kimoworwa,0.528,0.69636,0.988,0.7485,0.0502,1.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2857,NaN,31.72222,16.0896,0.0053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kipshidze,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labibshahriar,NaN,0.67008,NaN,NaN,NaN,NaN,0.20013,NaN,NaN,NaN,NaN,0.2946,NaN,NaN,NaN,92.16312,32.3512,NaN,0.9885,0.3700,0.59595,NaN,NaN,NaN,0.9174,0.2160,0.0150,NaN,NaN,NaN
lancelotwalter,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9076,NaN,0.47484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
lewy700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6551,0.2000,NaN,281.72662,23.9888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
lostnepis,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5631,NaN,NaN,NaN,NaN,NaN,0.8859,NaN,NaN,NaN,NaN,NaN
luvidialghari,0.068,0.65280,0.909,0.7834,NaN,1.0000,0.87650,0.00869,0.76394,0.4037,0.69338,0.9346,0.7068,0.0857,0.1000,282.52776,44.5136,NaN,NaN,0.1826,0.40968,0.5186,0.1477,0.712,0.8069,0.0874,0.0150,0.6666,15.6984,0.4578
mainen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3632,NaN,0.7454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
malotesse,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9885,NaN,0.44447,0.5761,NaN,0.695,NaN,NaN,NaN,NaN,NaN,0.5888
manosfps1pt,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0944,0.0150,NaN,NaN,NaN
marinidmorocco,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
martindemeulemeester,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0000,NaN,0.40845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
martinzhang5395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6621,NaN,0.565,0.7842,0.0940,NaN,NaN,NaN,NaN
maxdeckmyn,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3330,0.39929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mbsqgduiyq,0.064,NaN,0.975,NaN,NaN,NaN,NaN,0.01101,NaN,0.4042,0.74215,0.3133,0.8850,0.4571,0.1000,9.03237,23.5596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mdabdulalhasib,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6883,NaN,0.583,NaN,NaN,NaN,0.5657,NaN,0.4578
michaelsemenoff,0.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
